name,x,y
No 7 Township Fire and Rescue Dept of Craven County N C,-76.9944,35.0184
No. 9 Township Fire & Rescue,-77.20510688,35.1994334300001
No. 9 Township Fire & Rescue,-77.2649892699999,35.23710078
"Norlina Volunteer Fire Department, Inc.",-78.19578583,36.4456015000001
"North 321 Volunteer Fire Dept., Inc.",-81.2211287499999,35.5294043700001
"North 321 Volunteer Fire Dept., Inc.",-81.263392,35.5151135
"North Brook Volunteer Fire Department, Inc.",-81.4555999999999,35.4971
"North Brook Volunteer Fire Department, Inc.",-81.44741458,35.48662447
"North Brook Volunteer Fire Department, Inc.",-81.47972834,35.5495605
"North Canton United Fire Department, Incorporated",-82.83272181,35.55876326
"North Catawba Fire-Rescue Department, Inc.",-81.53962146,35.83273468
North Central Alamance Fire Department,-79.41561913,36.20438397
"North Chatham Volunteer Fire Department, Inc.",-79.09509464,35.8013694800001
"North Chatham Volunteer Fire Department, Inc.",-79.01644156,35.8152870000001
"North Chatham Volunteer Fire Department, Inc.",-79.1156605199999,35.84566956
"North Chatham Volunteer Fire Department, Inc.",-79.2108482799999,35.84753477
"North Chatham Volunteer Fire Department, Inc.",-79.00537166,35.73672523
"North Chatham Volunteer Fire Department, Inc.",-78.96677277,35.78362122
"North Chatham Volunteer Fire Department, Inc.",-79.0592675199999,35.7348614200001
"North East Cabarrus Volunteer Fire Department & Community Center, Inc.",-80.36848735,35.4390699300001
"North Eastern Alamance Volunteer Fire Department, Inc.",-79.32754099,36.1869905
"North Eastern Alamance Volunteer Fire Department, Inc.",-79.28392414,36.1987252000001
North Gaston Volunteer Fire & Rescue Inc.,-81.20113259,35.40128829
"North Lenoir Fire Protection Assoc, Inc.",-77.66208886,35.3251437700001
"North Lenoir Fire Protection Assoc, Inc.",-77.64678198,35.3026087600001
"North Lenoir Fire Protection Assoc, Inc.",-77.70844367,35.23589086
"North Lexington Triangle Fire Department, Inc.",-80.19961073,35.85301739
"North Raeford Fire Department, Inc.",-79.245764,34.990127
